Car_id;Company;Model;Transmission;Color;Price ($);Body Style;Phone
C_CND_000358;Mitsubishi;Diamante;Auto;Pale White;21000;Hatchback;6552853
C_CND_000359;Toyota;RAV4;Manual;Black;85600;Hatchback;8706152
C_CND_000360;Dodge;Caravan;Auto;Black;23000;Hardtop;7860814
C_CND_000361;BMW;323i;Manual;Pale White;21000;Hatchback;7746769
C_CND_000362;Mitsubishi;3000GT;Manual;Pale White;24000;Sedan;7801790
C_CND_000363;Dodge;Ram Wagon;Auto;Black;22000;Passenger;8319148
C_CND_000364;Volkswagen;GTI;Manual;Black;25000;SUV;8127221
C_CND_000365;Plymouth;Neon;Manual;Pale White;22500;SUV;6218737
C_CND_000366;Jeep;Wrangler;Auto;Pale White;19000;Hatchback;7581505
C_CND_000367;Plymouth;Neon;Auto;Pale White;27000;SUV;6592847
C_CND_000368;Lexus;LS400;Auto;Pale White;18000;Sedan;6828784
C_CND_000369;Plymouth;Voyager;Manual;Black;75000;Passenger;7539512
C_CND_000370;Plymouth;Prowler;Manual;Pale White;71500;Hatchback;8952847
C_CND_000371;Saturn;SC;Manual;Pale White;61500;Hatchback;7453504
C_CND_000372;Mitsubishi;Diamante;Auto;Pale White;21500;Hatchback;7560129
C_CND_000373;Lexus;LS400;Manual;Pale White;25000;Sedan;8091325
C_CND_000374;Mercedes-B;CL500;Manual;Pale White;29000;SUV;8263309
C_CND_000375;Lexus;GS400;Auto;Black;12000;Hatchback;7230075
C_CND_000376;Dodge;Caravan;Auto;Black;23000;Hardtop;8420039
C_CND_000377;Mitsubishi;Diamante;Manual;Pale White;19000;Hatchback;7056941
C_CND_000378;Pontiac;Bonneville;Auto;Pale White;19500;Hatchback;8643280
C_CND_000379;Mitsubishi;Diamante;Auto;Pale White;21000;Hatchback;7160885
C_CND_000380;Nissan;Frontier;Manual;Pale White;20000;Hatchback;6838175
C_CND_000381;Mitsubishi;Montero Sport;Manual;Pale White;29001;Hardtop;8481912
C_CND_000382;Audi;A6;Manual;Black;25500;SUV;7958184
C_CND_000383;Dodge;Caravan;Auto;Pale White;19000;Hardtop;7512196
C_CND_000384;Acura;RL;Auto;Black;24000;SUV;8501584
C_CND_000385;Dodge;Ram Pickup;Manual;Pale White;20000;Hardtop;8843407
C_CND_000386;Buick;Regal;Auto;Black;19000;Passenger;8984113
C_CND_000387;Oldsmobile;Intrigue;Manual;Pale White;37000;SUV;8570948
C_CND_000388;Mercedes-B;SLK;Manual;Pale White;17000;Passenger;8869724
C_CND_000389;Buick;Park Avenue;Manual;Black;29500;Hatchback;6040770
C_CND_000390;Lexus;LS400;Auto;Pale White;46000;Sedan;6267907
C_CND_000391;Acura;Integra;Auto;Black;45000;Passenger;6373366
C_CND_000392;Ford;Mustang;Manual;Pale White;25000;Hatchback;6799958
C_CND_000393;Ford;Ranger;Manual;Black;25000;Hardtop;8000230
C_CND_000394;Chevrolet;Cavalier;Manual;Pale White;14000;SUV;8699809
C_CND_000395;Mercedes-B;SLK;Auto;Pale White;19000;Passenger;8952066
C_CND_000396;Chevrolet;Lumina;Manual;Pale White;12000;Passenger;7152789
C_CND_000397;Acura;RL;Manual;Pale White;17000;SUV;7124758
C_CND_000398;Chrysler;LHS;Auto;Black;26000;Hatchback;8790575
C_CND_000399;Toyota;Sienna;Manual;Black;27000;Passenger;8724403
C_CND_000400;Jeep;Wrangler;Auto;Pale White;19000;Hatchback;8601323
C_CND_000401;Mitsubishi;Montero Sport;Manual;Pale White;29000;SUV;8005217
C_CND_000402;Mercedes-B;C-Class;Auto;Black;14000;Hatchback;6988989
C_CND_000403;Cadillac;Eldorado;Auto;Black;60000;Passenger;8155813
C_CND_000404;Porsche;Boxter;Manual;Pale White;14000;SUV;6863920
C_CND_000405;Dodge;Avenger;Auto;Pale White;22500;Passenger;6208717
C_CND_000406;Mitsubishi;Diamante;Manual;Black;22000;Hatchback;7719614
C_CND_000407;Volvo;C70;Manual;Pale White;24000;Hatchback;8127385
C_CND_000408;Honda;Accord;Manual;Black;43500;Sedan;6088402
C_CND_000409;Toyota;Camry;Manual;Black;29000;Hatchback;8851769
C_CND_000410;Pontiac;Grand Prix;Auto;Pale White;42000;Passenger;8121200
C_CND_000411;Jeep;Grand Cherokee;Manual;Black;19000;SUV;8600506
C_CND_000412;Toyota;Celica;Manual;Pale White;14000;SUV;6367069
C_CND_000413;Lincoln;Continental;Manual;Black;18000;Passenger;6000458
C_CND_000414;Nissan;Xterra;Auto;Black;9000;Passenger;6726247
C_CND_000415;Mercedes-B;SL-Class;Manual;Pale White;26000;Hardtop;8426599
C_CND_000416;Ford;F-Series;Manual;Pale White;13000;Passenger;7963438
C_CND_000417;Porsche;Boxter;Manual;Pale White;24000;SUV;7256054
C_CND_000418;Mercedes-B;SLK;Auto;Pale White;46000;Passenger;8326958
C_CND_000419;Mercury;Sable;Auto;Pale White;39000;Sedan;7026144
C_CND_000420;Acura;TL;Auto;Pale White;24000;Hatchback;7722013
C_CND_000421;Pontiac;Grand Prix;Auto;Pale White;19000;Passenger;7886047
C_CND_000422;Mercury;Villager;Auto;Black;28001;Passenger;6816141
C_CND_000423;Oldsmobile;Silhouette;Auto;Black;60001;Sedan;6228155
C_CND_000424;Mercury;Cougar;Manual;Pale White;22001;Hatchback;6615917
C_CND_000425;BMW;323i;Auto;Pale White;22001;Hatchback;6595968
C_CND_000426;Plymouth;Neon;Manual;Pale White;22000;SUV;8184715
C_CND_000427;Mitsubishi;Diamante;Auto;Pale White;21500;Hatchback;6544854
C_CND_000428;Toyota;4Runner;Manual;Black;25000;Sedan;6759646
C_CND_000429;Mercedes-B;S-Class;Manual;Black;85000;SUV;8526296
C_CND_000430;Mitsubishi;3000GT;Manual;Pale White;21000;Sedan;8905811
C_CND_000431;Acura;RL;Auto;Black;24000;SUV;8328637
C_CND_000432;Audi;A8;Manual;Black;44000;Passenger;6748072
C_CND_000433;Cadillac;Eldorado;Manual;Pale White;31500;Passenger;6457683
C_CND_000434;Mercedes-B;SLK;Auto;Pale White;46000;Passenger;6381408
C_CND_000435;Ford;F-Series;Manual;Black;22100;Passenger;7925467
C_CND_000436;Jeep;Grand Cherokee;Manual;Pale White;21000;SUV;7091237
C_CND_000437;Honda;Accord;Manual;Pale White;14000;Sedan;8919137
C_CND_000438;BMW;328i;Auto;Black;18000;Sedan;8582152
C_CND_000439;Volkswagen;Cabrio;Auto;Black;16000;Sedan;8831276
C_CND_000440;Pontiac;Sunfire;Auto;Black;18000;Sedan;7608332
C_CND_000441;Volvo;C70;Manual;Black;36000;Hatchback;7126712
C_CND_000442;Mercedes-B;S-Class;Auto;Pale White;10000;SUV;6617039
C_CND_000443;Mitsubishi;Montero Sport;Auto;Black;45000;Hardtop;7669561
C_CND_000444;Oldsmobile;Intrigue;Auto;Pale White;45000;SUV;7540134
C_CND_000445;Dodge;Dakota;Auto;Pale White;21100;Sedan;8749967
C_CND_000446;Acura;TL;Auto;Black;28001;Hatchback;8069059
C_CND_000447;Volkswagen;GTI;Auto;Pale White;25000;SUV;7059355
C_CND_000448;Chrysler;300M;Auto;Black;26000;SUV;8416308
C_CND_000449;Oldsmobile;Silhouette;Manual;Pale White;15000;Sedan;8983215
C_CND_000450;Infiniti;I30;Auto;Black;21000;Hardtop;7363601
C_CND_000451;Lexus;GS400;Auto;Pale White;31001;Hatchback;6327743
C_CND_000452;Jeep;Grand Cherokee;Manual;Pale White;21001;SUV;8019490
C_CND_000453;Mercedes-B;CL500;Manual;Black;22001;SUV;8588830
C_CND_000454;Volkswagen;Jetta;Auto;Pale White;38000;Passenger;7580374
C_CND_000455;Chrysler;300M;Auto;Black;26000;SUV;8766594
C_CND_000456;Mercury;Mystique;Auto;Pale White;29000;Passenger;7618560
C_CND_000457;Lexus;GS400;Auto;Pale White;31000;Hatchback;7460379
C_CND_000458;Nissan;Altima;Auto;Pale White;21000;Hatchback;6540020
C_CND_000459;Ford;Contour;Auto;Pale White;62000;Sedan;7249749
C_CND_000460;Mitsubishi;Galant;Auto;Pale White;36600;Passenger;6132994
C_CND_000461;Ford;Crown Victoria;Manual;Pale White;20000;Passenger;8767784
C_CND_000462;Nissan;Frontier;Manual;Black;53000;Hatchback;7586964
C_CND_000463;Mitsubishi;Eclipse;Auto;Black;27500;Hardtop;8206647
C_CND_000464;Acura;RL;Manual;Pale White;31000;SUV;8938872
C_CND_000465;Plymouth;Neon;Auto;Pale White;27000;SUV;7126248
C_CND_000466;Chevrolet;Monte Carlo;Manual;Black;44000;Hatchback;8380627
C_CND_000467;Lincoln;Navigator;Auto;Black;19000;Sedan;8958510
C_CND_000468;Mitsubishi;Montero Sport;Auto;Pale White;53500;Hatchback;8306867
C_CND_000469;Oldsmobile;Intrigue;Auto;Pale White;45000;SUV;6369267
C_CND_000470;Pontiac;Bonneville;Auto;Pale White;20000;Hatchback;8875803
C_CND_000471;Ford;Windstar;Auto;Pale White;19000;Sedan;8001428
C_CND_000472;Volkswagen;GTI;Auto;Pale White;25000;SUV;7263050
C_CND_000473;Plymouth;Prowler;Manual;Pale White;16000;Hatchback;7631462
C_CND_000474;Chrysler;Concorde;Auto;Pale White;42000;Hardtop;6284138
C_CND_000475;Mercedes-B;SLK230;Auto;Black;33000;Hatchback;8505763
C_CND_000476;Ford;Expedition;Auto;Black;26000;SUV;7732717
C_CND_000477;Dodge;Durango;Auto;Black;19000;SUV;8974784
C_CND_000478;Cadillac;Eldorado;Manual;Pale White;31000;Passenger;8608359
C_CND_000479;Subaru;Outback;Manual;Pale White;49300;SUV;8403838
C_CND_000480;Subaru;Forester;Manual;Pale White;17500;Hardtop;6356206
C_CND_000481;Volvo;S80;Manual;Pale White;25000;Sedan;8414102
C_CND_000482;Oldsmobile;Intrigue;Auto;Pale White;45000;SUV;7379408
C_CND_000483;Volkswagen;GTI;Manual;Black;25000;SUV;7653538
C_CND_000484;Chevrolet;Monte Carlo;Manual;Pale White;17000;Hatchback;8365420
C_CND_000485;Mercedes-B;S-Class;Manual;Pale White;21500;SUV;7214445
C_CND_000486;Ford;Expedition;Auto;Black;26001;SUV;8282706
C_CND_000487;Subaru;Forester;Auto;Black;22001;SUV;8232134
C_CND_000488;Saab;3-Sep;Auto;Black;23501;Sedan;7033655
C_CND_000489;Saturn;SC;Manual;Pale White;61000;SUV;6677245
C_CND_000490;Saturn;LW;Manual;Pale White;13500;Hatchback;7765322
C_CND_000491;Dodge;Durango;Auto;Black;24000;SUV;6872525
C_CND_000492;Mitsubishi;3000GT;Manual;Pale White;24000;Sedan;6002998
C_CND_000493;Chevrolet;Monte Carlo;Auto;Pale White;21200;Hatchback;8928661
C_CND_000494;Mercury;Mountaineer;Auto;Pale White;21000;Hardtop;8973448
C_CND_000495;Saturn;SC;Auto;Black;33000;Hardtop;7123918
C_CND_000496;Mercedes-B;S-Class;Manual;Pale White;21000;SUV;6464425
C_CND_000497;BMW;323i;Auto;Black;9200;Hatchback;7891405
C_CND_000498;Mercury;Grand Marquis;Manual;Pale White;16000;SUV;8246066
C_CND_000499;BMW;528i;Manual;Pale White;29000;SUV;6362075
C_CND_000500;Mitsubishi;Galant;Auto;Pale White;36000;Passenger;6575531
C_CND_000501;BMW;528i;Auto;Pale White;62000;SUV;7580953
C_CND_000502;Jeep;Cherokee;Auto;Pale White;14000;Sedan;8011515
C_CND_000503;Volkswagen;Passat;Manual;Pale White;12000;Hatchback;8527216
C_CND_000504;Porsche;Carrera Coupe;Manual;Pale White;26500;Hatchback;6784129
C_CND_000505;Chrysler;300M;Auto;Pale White;22650;SUV;8885364
C_CND_000506;Dodge;Ram Pickup;Auto;Pale White;57500;Hatchback;8226270
C_CND_000507;Mercedes-B;C-Class;Auto;Pale White;15500;Hatchback;6478607
C_CND_000508;Mercury;Sable;Auto;Pale White;39600;Sedan;8262408
C_CND_000509;Oldsmobile;Silhouette;Manual;Pale White;25000;Sedan;8851572
C_CND_000510;Toyota;Celica;Manual;Pale White;14000;SUV;7673891
C_CND_000511;Acura;TL;Auto;Pale White;24000;Hatchback;8054987
C_CND_000512;Mitsubishi;Diamante;Manual;Pale White;12000;Hatchback;8928430
C_CND_000513;Toyota;Corolla;Manual;Pale White;14000;Passenger;8812716
C_CND_000514;Volvo;S40;Auto;Pale White;42000;Sedan;8378169
C_CND_000515;Audi;A4;Manual;Pale White;12500;Hardtop;6261709
C_CND_000516;Buick;Park Avenue;Auto;Black;61000;Hatchback;7279330
C_CND_000517;Chrysler;Concorde;Auto;Pale White;46000;Hardtop;8198224
C_CND_000518;Cadillac;Catera;Auto;Pale White;28100;Hatchback;8477827
C_CND_000519;Infiniti;I30;Manual;Pale White;22000;Hardtop;6608855
C_CND_000520;Mercury;Grand Marquis;Manual;Black;49000;SUV;6541455
C_CND_000521;BMW;528i;Manual;Pale White;14000;SUV;6631542
C_CND_000522;Volvo;S80;Manual;Pale White;21000;Sedan;7135746
C_CND_000523;BMW;323i;Auto;Black;9500;Hatchback;6199090
C_CND_000524;Plymouth;Voyager;Manual;Pale White;20000;Passenger;8486721
C_CND_000525;Volvo;V70;Auto;Black;39000;Passenger;7045405
C_CND_000526;Dodge;Durango;Manual;Black;22000;SUV;7135308
C_CND_000527;Lexus;GS400;Auto;Pale White;31000;Hatchback;6125793
C_CND_000528;BMW;528i;Manual;Pale White;29000;SUV;6285620
C_CND_000529;Oldsmobile;Cutlass;Auto;Pale White;15000;Sedan;6616874
C_CND_000530;Plymouth;Voyager;Manual;Pale White;20000;Passenger;8001056
C_CND_000531;Pontiac;Grand Prix;Auto;Pale White;19000;Passenger;6327667
C_CND_000532;Porsche;Carrera Coupe;Auto;Pale White;22000;Hatchback;6677814
C_CND_000533;Lexus;GS400;Auto;Black;12000;Hatchback;6918254
C_CND_000534;Toyota;Corolla;Manual;Pale White;14000;Passenger;8584566
C_CND_000535;Saturn;SW;Auto;Pale White;25000;Passenger;6835807
C_CND_000536;Volvo;C70;Manual;Black;17000;Hatchback;7158561
C_CND_000537;Plymouth;Breeze;Auto;Pale White;39000;Hardtop;6906972
C_CND_000538;Chrysler;Sebring Coupe;Auto;Pale White;19000;Sedan;7219042
C_CND_000539;Nissan;Pathfinder;Manual;Pale White;16000;Hatchback;7646137
C_CND_000540;Chrysler;LHS;Auto;Pale White;21000;Hatchback;6736254
C_CND_000541;Chevrolet;Camaro;Auto;Black;41000;Sedan;8806094
C_CND_000542;Cadillac;Escalade;Auto;Black;26000;Sedan;7485080
C_CND_000543;Volkswagen;Passat;Auto;Black;9000;Hatchback;8635781
C_CND_000544;Toyota;Celica;Manual;Pale White;14000;SUV;7697275
C_CND_000545;Porsche;Carrera Coupe;Manual;Black;16700;Hardtop;8326273
C_CND_000546;Dodge;Ram Van;Auto;Pale White;15000;Hatchback;8675849
C_CND_000547;Volkswagen;Passat;Manual;Pale White;27000;Hatchback;6852213
C_CND_000548;Ford;Expedition;Auto;Black;41000;SUV;6289861
C_CND_000549;Dodge;Durango;Manual;Pale White;31000;SUV;7977359
C_CND_000550;Cadillac;DeVille;Auto;Pale White;22000;SUV;8118201
C_CND_000551;Jaguar;S-Type;Manual;Pale White;45000;Passenger;6466663
C_CND_000552;Nissan;Pathfinder;Auto;Pale White;21000;Hardtop;6020678
C_CND_000553;Mitsubishi;Diamante;Manual;Black;49000;Hatchback;6452383
C_CND_000554;Lexus;LS400;Manual;Pale White;54000;Sedan;8521858
C_CND_000555;Chevrolet;Monte Carlo;Auto;Pale White;21000;Hatchback;6438090
C_CND_000556;Hyundai;Sonata;Manual;Black;20000;SUV;7283681
C_CND_000557;Mercedes-B;SL-Class;Manual;Pale White;17000;SUV;8896135
C_CND_000558;Jaguar;S-Type;Auto;Black;27000;Passenger;8087925
C_CND_000559;Cadillac;DeVille;Auto;Pale White;22000;SUV;8380491
C_CND_000560;Mitsubishi;Diamante;Manual;Pale White;12000;Hatchback;6631477
C_CND_000561;Chevrolet;Corvette;Auto;Pale White;25000;SUV;6536839
C_CND_000562;Ford;Contour;Auto;Pale White;62000;Sedan;7007135
C_CND_000563;Volkswagen;Jetta;Auto;Black;22000;Passenger;8832826
C_CND_000564;BMW;328i;Manual;Black;69500;Sedan;6391264
C_CND_000565;Toyota;Tacoma;Manual;Black;36000;Hatchback;7998623
C_CND_000566;Lincoln;Continental;Manual;Black;18001;Passenger;8196804
C_CND_000567;Ford;Focus;Manual;Pale White;17000;SUV;7972719
C_CND_000568;Lincoln;Navigator;Manual;Pale White;33000;Sedan;8743071
C_CND_000569;Chrysler;Sebring Coupe;Manual;Black;12000;Sedan;7705516
C_CND_000570;Cadillac;Seville;Manual;Pale White;22000;Hatchback;6466455
C_CND_000571;Dodge;Caravan;Auto;Pale White;19000;Hatchback;6926317
C_CND_000572;Infiniti;I30;Auto;Black;21000;Hardtop;6528347
C_CND_000573;Volvo;S70;Auto;Pale White;20000;Hardtop;6321171
C_CND_000574;Ford;Mustang;Auto;Pale White;22000;Hatchback;6948195
C_CND_000575;Chevrolet;Metro;Auto;Pale White;12000;Passenger;8653853
C_CND_000576;Pontiac;Bonneville;Auto;Pale White;20000;Hatchback;7390232
C_CND_000577;Dodge;Durango;Auto;Black;19000;SUV;8773780
C_CND_000578;Saturn;SC;Manual;Pale White;61000;Hatchback;8434935
C_CND_000579;BMW;328i;Auto;Black;16000;Sedan;8290004
C_CND_000580;Acura;Integra;Auto;Black;45500;Passenger;7872509
C_CND_000581;Toyota;Camry;Auto;Pale White;31000;Hatchback;8101678
C_CND_000582;Lexus;LS400;Auto;Pale White;27000;Sedan;8755338
C_CND_000583;Chevrolet;Prizm;Auto;Pale White;15601;Hardtop;8573478
C_CND_000584;Chevrolet;Corvette;Auto;Pale White;45000;SUV;6182819
C_CND_000585;Mitsubishi;Montero Sport;Auto;Pale White;53000;Hatchback;6272168
C_CND_000586;Volkswagen;Cabrio;Auto;Pale White;17000;Sedan;8125633
C_CND_000587;Subaru;Outback;Auto;Pale White;57000;SUV;7478439
C_CND_000588;Buick;Park Avenue;Auto;Pale White;62000;Hatchback;7364033
C_CND_000589;Chrysler;Concorde;Auto;Pale White;42500;Hatchback;7841055
C_CND_000590;Dodge;Intrepid;Manual;Black;11000;Sedan;6027351
C_CND_000591;Chevrolet;Lumina;Manual;Pale White;26000;Passenger;8291553
C_CND_000592;Mercedes-B;CLK Coupe;Auto;Pale White;22000;Sedan;6295734
C_CND_000593;Pontiac;Grand Am;Auto;Pale White;12000;SUV;8374673
C_CND_000594;Buick;LeSabre;Manual;Black;20000;Sedan;8675887
C_CND_000595;Dodge;Ram Pickup;Manual;Pale White;16000;Hatchback;7765301
C_CND_000596;Lincoln;Town car;Auto;Pale White;18000;Hatchback;8993047
C_CND_000597;Ford;Taurus;Manual;Black;69000;SUV;6252638
C_CND_000598;Chevrolet;Cavalier;Manual;Pale White;20000;SUV;6316143
C_CND_000599;Plymouth;Breeze;Auto;Pale White;22500;Hatchback;7991070
C_CND_000600;Chevrolet;Cavalier;Manual;Pale White;14000;SUV;8391158
C_CND_000601;Oldsmobile;Silhouette;Manual;Pale White;34000;Sedan;6498035
C_CND_000602;Ford;Explorer;Auto;Pale White;41000;Hatchback;7947220
C_CND_000603;Ford;Windstar;Manual;Pale White;17000;Sedan;7479865
C_CND_000604;Pontiac;Grand Am;Auto;Pale White;19000;SUV;6617011
C_CND_000605;Chrysler;Sebring Coupe;Auto;Pale White;46000;Sedan;7395060
C_CND_000606;Saab;5-Sep;Manual;Pale White;28000;Hatchback;8862051
C_CND_000607;Acura;RL;Manual;Black;18500;SUV;8442009
C_CND_000608;Chrysler;LHS;Auto;Pale White;21000;Hatchback;8411665
C_CND_000609;BMW;323i;Auto;Pale White;19000;Hatchback;6977939
C_CND_000610;Dodge;Stratus;Auto;Pale White;31000;Hatchback;6307214
C_CND_000611;Mitsubishi;Diamante;Auto;Black;18000;Hatchback;6871183
C_CND_000612;Pontiac;Grand Prix;Auto;Pale White;19000;Passenger;7966597
C_CND_000613;Pontiac;Grand Prix;Auto;Pale White;19000;Passenger;8943064
C_CND_000614;Mercedes-B;M-Class;Manual;Pale White;25000;Hatchback;8643987
C_CND_000615;Chevrolet;Prizm;Manual;Pale White;22000;Hatchback;8869478
C_CND_000616;Acura;TL;Auto;Black;28000;Hatchback;8978357
C_CND_000617;Mercury;Grand Marquis;Manual;Pale White;16800;SUV;8907733
C_CND_000618;Chrysler;Concorde;Auto;Pale White;42000;Hardtop;6505188
C_CND_000619;Dodge;Intrepid;Manual;Black;11000;Sedan;6015528
C_CND_000620;Nissan;Maxima;Manual;Pale White;22000;Sedan;6196377
C_CND_000621;Ford;Taurus;Manual;Black;43000;SUV;6805022
C_CND_000622;Ford;Focus;Manual;Pale White;17000;Hatchback;8790801
C_CND_000623;Honda;CR-V;Auto;Pale White;22200;SUV;7851186
C_CND_000624;Chevrolet;Prizm;Manual;Black;16000;Hatchback;6279351
C_CND_000625;Volkswagen;Passat;Manual;Pale White;27000;Hatchback;6871210
C_CND_000626;Saturn;LS;Auto;Pale White;45000;Sedan;7221911
C_CND_000627;Mitsubishi;3000GT;Manual;Pale White;20001;Sedan;7612460
C_CND_000628;Lexus;LS400;Auto;Pale White;27000;Sedan;7343502
C_CND_000629;Acura;RL;Manual;Pale White;17000;SUV;7074236
C_CND_000630;Lincoln;Town car;Manual;Pale White;33000;Hatchback;8283838
C_CND_000631;Buick;Park Avenue;Manual;Black;29000;Hatchback;7010511
C_CND_000632;Dodge;Avenger;Auto;Pale White;22000;Passenger;7683890
C_CND_000633;Chevrolet;Corvette;Manual;Pale White;22000;SUV;8092870
C_CND_000634;Dodge;Viper;Manual;Black;26000;SUV;6936555
C_CND_000635;Audi;A4;Manual;Pale White;12000;Hatchback;6340172
C_CND_000636;Toyota;Sienna;Manual;Pale White;39501;Passenger;8089010
C_CND_000637;Lincoln;Navigator;Auto;Black;19001;Sedan;8430439
C_CND_000638;Nissan;Pathfinder;Auto;Pale White;21001;SUV;7031083
C_CND_000639;Mercury;Villager;Manual;Pale White;16000;Passenger;8471190
C_CND_000640;Chrysler;Concorde;Auto;Black;12000;SUV;7774563
C_CND_000641;Chrysler;Sebring Conv.;Auto;Black;16000;SUV;8716913
C_CND_000642;Hyundai;Sonata;Manual;Black;20500;SUV;8732635
C_CND_000643;Honda;Accord;Manual;Pale White;14000;Sedan;8552255
C_CND_000644;Toyota;Celica;Manual;Pale White;14100;SUV;6299231
C_CND_000645;Mitsubishi;Montero Sport;Manual;Pale White;12001;Hardtop;6047672
C_CND_000646;Mitsubishi;3000GT;Auto;Pale White;19000;Sedan;8039027
C_CND_000647;Acura;RL;Manual;Pale White;34300;SUV;6067809
C_CND_000648;Toyota;Tacoma;Manual;Black;36000;Hardtop;8932822
C_CND_000649;Subaru;Forester;Manual;Pale White;26000;Hardtop;8267311
C_CND_000650;Plymouth;Voyager;Auto;Pale White;22000;Passenger;7557998
C_CND_000651;Ford;Explorer;Auto;Pale White;41000;Hatchback;8255349
C_CND_000652;Chevrolet;Metro;Auto;Black;31000;Passenger;7000246
C_CND_000653;Mercury;Grand Marquis;Auto;Black;19000;SUV;8946990
C_CND_000654;Mitsubishi;Diamante;Manual;Pale White;25100;Hatchback;7497712
C_CND_000655;Lexus;GS300;Manual;Black;51200;Passenger;6698203
C_CND_000656;BMW;323i;Auto;Pale White;19000;Hatchback;8175951
C_CND_000657;Porsche;Carrera Coupe;Manual;Pale White;26000;Hardtop;6297123
C_CND_000658;Chevrolet;Malibu;Manual;Pale White;14000;Hardtop;6457346
C_CND_000659;Dodge;Intrepid;Manual;Black;11000;Sedan;6871530
C_CND_000660;Hyundai;Elantra;Manual;Pale White;26000;Sedan;7298842
C_CND_000661;Mitsubishi;Diamante;Manual;Pale White;19000;Hatchback;7395758
C_CND_000662;Lexus;GS400;Auto;Pale White;31500;Hatchback;8094001
C_CND_000663;Porsche;Carrera Cabrio;Auto;Pale White;32500;Passenger;6460680
C_CND_000664;Chrysler;Concorde;Auto;Pale White;46000;Hatchback;6047744
C_CND_000665;Chrysler;LHS;Auto;Black;26000;Hatchback;8695032
C_CND_000666;Volvo;C70;Manual;Pale White;82000;Hatchback;8690167
C_CND_000667;Toyota;Sienna;Manual;Pale White;19100;Passenger;7293514
C_CND_000668;Chrysler;LHS;Auto;Black;26000;Hatchback;8436885
C_CND_000669;BMW;528i;Manual;Pale White;29000;SUV;7077011
C_CND_000670;Cadillac;DeVille;Auto;Pale White;69000;SUV;8369000
C_CND_000671;Oldsmobile;Aurora;Auto;Pale White;24000;Passenger;7647213
C_CND_000672;Chrysler;LHS;Auto;Pale White;16000;Hatchback;7963029
C_CND_000673;Ford;Focus;Manual;Black;49000;SUV;6762376
C_CND_000674;Subaru;Outback;Manual;Pale White;49500;SUV;6630663
C_CND_000675;BMW;528i;Auto;Black;31000;SUV;7052296
C_CND_000676;Plymouth;Neon;Auto;Pale White;27500;SUV;7485792
C_CND_000677;Acura;TL;Manual;Black;21000;Hatchback;8455241
C_CND_000678;Pontiac;Firebird;Manual;Black;43000;Hatchback;8518048
C_CND_000679;Audi;A6;Manual;Black;15000;SUV;6364671
C_CND_000680;Dodge;Ram Van;Auto;Pale White;31000;Hatchback;8136922
C_CND_000681;Mercury;Sable;Manual;Pale White;61500;Sedan;7685288
C_CND_000682;Toyota;Land Cruiser;Auto;Black;21000;SUV;7576050
C_CND_000683;Nissan;Pathfinder;Auto;Pale White;31000;Hatchback;6892551
C_CND_000684;BMW;328i;Auto;Black;16500;Sedan;7367118
C_CND_000685;Ford;Crown Victoria;Auto;Pale White;29000;Passenger;6066163
C_CND_000686;Mitsubishi;3000GT;Manual;Pale White;20600;Sedan;6594733
C_CND_000687;Lexus;LX470;Auto;Black;22000;SUV;8853560
C_CND_000688;BMW;528i;Auto;Black;31000;SUV;8724372
C_CND_000689;Ford;Explorer;Auto;Pale White;42000;Hatchback;8769804
